Name,ViewCount,CurrentPosition,WeekStartDate
Rihanna,10299808,40,20180809
Beyoncé,9879611,41,20180809
Michael Jackson,9807364,42,20180809
Demi Lovato,9801629,43,20180809
Darell,9765757,44,20180809
TWENTY ØNE PILØTS,9707098,45,20180809
Kane Brown,9597730,46,20180809
Banda MS,9472389,47,20180809
Luke Combs,9441132,48,20180809
Moneybagg Yo,9284780,49,20180809
Bruno Mars,9256446,50,20180809
Lil Wayne,9222558,51,20180809
Anuel AA,9086480,52,20180809
Daddy Yankee,9010534,53,20180809
BTS,8811890,54,20180809
Panic! at the Disco,8807282,55,20180809
NF,8755232,56,20180809
Ciara,8667203,57,20180809
Halsey,8599540,58,20180809
Kendrick Lamar,8448218,59,20180809
J. Cole,8372156,60,20180809
Lil Skies,8264822,61,20180809
Rich the Kid,8069091,62,20180809
Shakira,8006821,63,20180809
Katy Perry,7915680,64,20180809
Tupac,7651310,65,20180809
Kanye West,7558165,66,20180809
Jason Aldean,7431970,67,20180809
Meek Mill,7374615,68,20180809
Five Finger Death Punch,7330787,69,20180809
21 Savage,7281861,70,20180809
Russ,7103493,71,20180809
Becky G,7035975,72,20180809
Nio Garcia,7021896,73,20180809
Yella Beezy,7008041,74,20180809
Usher,6975071,75,20180809
Shawn Mendes,6763345,76,20180809
Luke Bryan,6717092,77,20180809
Lil Pump,6698880,78,20180809
Casper,6693429,79,20180809
Anne-Marie,6627203,80,20180809
Mac Miller,6329811,81,20180809
Florida Georgia Line,6245500,82,20180809
Childish Gambino,6204447,83,20180809
The Chainsmokers,6200041,84,20180809
Rae Sremmurd,6158513,85,20180809
A Boogie wit da Hoodie,6155231,86,20180809
Lil Uzi Vert,6148233,87,20180809
Linkin Park,6082050,88,20180809
Queen Naija,6002343,89,20180809
Lil Durk,5967577,90,20180809
Camila Cabello,5957703,91,20180809
Jacquees,5934076,92,20180809
Gucci Mane,5863917,93,20180809
Vicente Fernández,5821472,94,20180809
Justin Bieber,5708015,95,20180809
Lil Dicky,5638733,96,20180809
Yung Bleu,5630186,97,20180809
Maluma,5610853,98,20180809
Young Thug,5583564,99,20180809
Dua Lipa,5491608,100,20180809
Drake,51258464,1,20180816
YoungBoy Never Broke Again,41072637,2,20180816
XXXTentacion,38041889,3,20180816
Nicki Minaj,33274699,4,20180816
Bad Bunny,30927131,5,20180816
Juice WRLD,30208750,6,20180816
Ozuna,25882736,7,20180816
Cardi B,24815981,8,20180816
6IX9INE,24226692,9,20180816
J. Balvin,23536711,10,20180816
Lil Baby,22586938,11,20180816
Post Malone,19510384,12,20180816
Maroon 5,19175905,13,20180816
Travis Scott,18660744,14,20180816
Future,17634173,15,20180816
Kevin Gates,17464092,16,20180816
YG,15179091,17,20180816
Khalid,15050829,18,20180816
Eminem,14922966,19,20180816
Migos,14765706,20,20180816
Imagine Dragons,14645601,21,20180816
Ariana Grande,14193747,22,20180816
Ella Mai,14180579,23,20180816
Chris Brown,14139807,24,20180816
Murda Beatz,13372496,25,20180816
Tyga,13076238,26,20180816
Nicky Jam,12626071,27,20180816
G-Eazy,12241408,28,20180816
Aretha Franklin,12105714,29,20180816
Bebe Rexha,12098620,30,20180816
Billie Eilish,11998019,31,20180816
The Weeknd,11596549,32,20180816
Ed Sheeran,11413406,33,20180816
Taylor Swift,11247495,34,20180816
Kodak Black,10961022,35,20180816
Banda MS,10838840,36,20180816
Natti Natasha,10486185,37,20180816
TWENTY ØNE PILØTS,10246916,38,20180816
Romeo Santos,10217346,39,20180816
Wiz Khalifa,10091021,40,20180816
Rihanna,10011780,41,20180816
Beyoncé,9888127,42,20180816
Anuel AA,9758777,43,20180816
Darell,9607935,44,20180816
Luke Combs,9503798,45,20180816
Lil Wayne,9344141,46,20180816
Kane Brown,9318221,47,20180816
Bruno Mars,9005878,48,20180816
Marshmello,8990463,49,20180816
DJ Khaled,8969392,50,20180816
Panic! at the Disco,8847174,51,20180816
NF,8765159,52,20180816
Halsey,8611017,53,20180816
BTS,8303006,54,20180816
Kendrick Lamar,8119821,55,20180816
Ciara,8061529,56,20180816
Demi Lovato,8057512,57,20180816
Daddy Yankee,8040772,58,20180816
Michael Jackson,8007093,59,20180816
J. Cole,7883283,60,20180816
Jason Aldean,7872733,61,20180816
Kanye West,7668696,62,20180816
Lil Skies,7630288,63,20180816
Tupac,7430696,64,20180816
Shakira,7288737,65,20180816
Maluma,7285664,66,20180816
Katy Perry,7240501,67,20180816
Meek Mill,7143545,68,20180816
Rich the Kid,7139448,69,20180816
Five Finger Death Punch,6980329,70,20180816
21 Savage,6979802,71,20180816
Yella Beezy,6940790,72,20180816
Becky G,6890820,73,20180816
Usher,6713810,74,20180816
Russ,6599998,75,20180816
Luke Bryan,6363400,76,20180816
Shawn Mendes,6266040,77,20180816
Moneybagg Yo,6166041,78,20180816
Lil Uzi Vert,6051737,79,20180816
Linkin Park,6051566,80,20180816
A Boogie wit da Hoodie,6028140,81,20180816
Florida Georgia Line,5980521,82,20180816
Nio Garcia,5916001,83,20180816
Vicente Fernández,5866439,84,20180816
Camila Cabello,5844796,85,20180816
Rae Sremmurd,5815628,86,20180816
Jacquees,5783449,87,20180816
Gucci Mane,5736002,88,20180816
Lil Durk,5725490,89,20180816
The Chainsmokers,5716370,90,20180816
Casper,5703424,91,20180816
YNW Melly,5576218,92,20180816
Mac Miller,5542578,93,20180816
Queen Naija,5509260,94,20180816
Childish Gambino,5487525,95,20180816
Young Thug,5471080,96,20180816
Justin Bieber,5469799,97,20180816
Yung Bleu,5460066,98,20180816
Los Temerarios,5422720,99,20180816
R. Kelly,5382171,100,20180816
Drake,48884595,1,20180823
YoungBoy Never Broke Again,45406583,2,20180823
XXXTentacion,37909591,3,20180823
Nicki Minaj,31526691,4,20180823
Bad Bunny,30017542,5,20180823
Juice WRLD,30009820,6,20180823
Cardi B,28209958,7,20180823
6IX9INE,26262162,8,20180823
Ozuna,25501935,9,20180823
Lil Baby,22295182,10,20180823
Maroon 5,21091073,11,20180823
J. Balvin,21038923,12,20180823
Post Malone,19831607,13,20180823
Travis Scott,17546795,14,20180823
Kevin Gates,17267677,15,20180823
Future,17264531,16,20180823
Aretha Franklin,17036915,17,20180823
Murda Beatz,16848230,18,20180823
Ariana Grande,16448241,19,20180823
Khalid,15618578,20,20180823
Imagine Dragons,14983554,21,20180823
Migos,14943526,22,20180823
Eminem,14764433,23,20180823
Chris Brown,13956731,24,20180823
G-Eazy,13662297,25,20180823
Ella Mai,13225359,26,20180823
YG,12494515,27,20180823
Bebe Rexha,12347142,28,20180823
Ed Sheeran,12342899,29,20180823
Wiz Khalifa,12319105,30,20180823
Tyga,12093869,31,20180823
Nicky Jam,11960745,32,20180823
Kodak Black,11782758,33,20180823
The Weeknd,11748814,34,20180823
Billie Eilish,11677517,35,20180823
Taylor Swift,11275970,36,20180823
Banda MS,10639911,37,20180823
Daddy Yankee,10293746,38,20180823
Natti Natasha,10097306,39,20180823
Romeo Santos,10066127,40,20180823
Lil Skies,9939819,41,20180823
Beyoncé,9853111,42,20180823
Marshmello,9726816,43,20180823
TWENTY ØNE PILØTS,9685444,44,20180823
Rihanna,9638812,45,20180823
Anuel AA,9413570,46,20180823
Lil Wayne,9365129,47,20180823
Luke Combs,9182802,48,20180823
Darell,9169294,49,20180823
NF,9158729,50,20180823
Kane Brown,8990074,51,20180823
Bruno Mars,8981702,52,20180823
Ciara,8922177,53,20180823
Panic! at the Disco,8861304,54,20180823
Halsey,8489013,55,20180823
DJ Khaled,8353568,56,20180823
BTS,8228549,57,20180823
Kendrick Lamar,8224799,58,20180823
Kanye West,7615807,59,20180823
Michael Jackson,7566259,60,20180823
Tupac,7500864,61,20180823
Becky G,7480649,62,20180823
Jason Aldean,7338217,63,20180823
Demi Lovato,7293348,64,20180823
Yella Beezy,7293211,65,20180823
Five Finger Death Punch,7265913,66,20180823
Luke Bryan,7256621,67,20180823
Meek Mill,7200212,68,20180823
Katy Perry,7034066,69,20180823
21 Savage,7001272,70,20180823
J. Cole,6973479,71,20180823
Shakira,6891566,72,20180823
Moneybagg Yo,6822497,73,20180823
Usher,6742432,74,20180823
Russ,6699596,75,20180823
Maluma,6628779,76,20180823
Shawn Mendes,6583582,77,20180823
Young Thug,6573545,78,20180823
YNW Melly,6550480,79,20180823
Camila Cabello,6340567,80,20180823
Lele Pons,6244770,81,20180823
Rich the Kid,6231057,82,20180823
Smokepurpp,6213883,83,20180823
Lil Uzi Vert,6138103,84,20180823
The Chainsmokers,6015149,85,20180823
Nio Garcia,6002913,86,20180823
Florida Georgia Line,5993518,87,20180823
A Boogie wit da Hoodie,5938037,88,20180823
Linkin Park,5892647,89,20180823
Gucci Mane,5727444,90,20180823
Jacquees,5723073,91,20180823
Casper,5663090,92,20180823
Sam Smith,5583908,93,20180823
Lil Durk,5540547,94,20180823
Queen Naija,5535550,95,20180823
Vicente Fernández,5520567,96,20180823
G Herbo,5476418,97,20180823
Justin Bieber,5470958,98,20180823
Childish Gambino,5463244,99,20180823
Lil Peep,5451900,100,20180823
YoungBoy Never Broke Again,50575472,1,20180830
Drake,45757463,2,20180830
XXXTentacion,37907979,3,20180830
Ozuna,36340940,4,20180830
Nicki Minaj,30226136,5,20180830
Juice WRLD,30140668,6,20180830
Cardi B,28022358,7,20180830
Bad Bunny,27864140,8,20180830
6IX9INE,26070330,9,20180830
BTS,25872858,10,20180830
Lil Baby,23616641,11,20180830
Maroon 5,19893354,12,20180830
J. Balvin,19060785,13,20180830
Post Malone,18724794,14,20180830
Ariana Grande,18492318,15,20180830
Imagine Dragons,17984461,16,20180830
Travis Scott,17573843,17,20180830
Khalid,16766583,18,20180830
Murda Beatz,16678976,19,20180830
Future,16547762,20,20180830
Kevin Gates,16244908,21,20180830
Ella Mai,15941506,22,20180830
Migos,15258980,23,20180830
Eminem,14058678,24,20180830
YG,14017496,25,20180830
Chris Brown,13195953,26,20180830
Tyga,12910135,27,20180830
Ed Sheeran,12907273,28,20180830
Bebe Rexha,12600969,29,20180830
G-Eazy,12155563,30,20180830
Taylor Swift,11717192,31,20180830
The Weeknd,11628092,32,20180830
Banda MS,11479189,33,20180830
Billie Eilish,11298065,34,20180830
Wiz Khalifa,11282837,35,20180830
Nicky Jam,11267139,36,20180830
Panic! at the Disco,11138409,37,20180830
Kodak Black,10817629,38,20180830
Natti Natasha,10364042,39,20180830
Marshmello,9929321,40,20180830
Halsey,9839062,41,20180830
Beyoncé,9740059,42,20180830
Rihanna,9701580,43,20180830
TWENTY ØNE PILØTS,9569073,44,20180830
Lil Wayne,9395409,45,20180830
Anuel AA,9286599,46,20180830
NF,9203390,47,20180830
Luke Combs,9067684,48,20180830
Darell,9019228,49,20180830
Bruno Mars,8932315,50,20180830
Michael Jackson,8871454,51,20180830
Lil Skies,8849123,52,20180830
Kane Brown,8633966,53,20180830
Daddy Yankee,8390401,54,20180830
Kendrick Lamar,8285538,55,20180830
Russ,8137456,56,20180830
J. Cole,8074639,57,20180830
Quavo,8012854,58,20180830
Romeo Santos,7840510,59,20180830
DJ Khaled,7676429,60,20180830
Kanye West,7634818,61,20180830
Tupac,7505607,62,20180830
Yella Beezy,7359366,63,20180830
Five Finger Death Punch,7331259,64,20180830
Becky G,7296947,65,20180830
Young Thug,7290833,66,20180830
Katy Perry,7252047,67,20180830
Jason Aldean,7167488,68,20180830
Meek Mill,7135288,69,20180830
Ciara,7091144,70,20180830
21 Savage,7018081,71,20180830
Luke Bryan,6953926,72,20180830
YNW Melly,6911735,73,20180830
The Chainsmokers,6867649,74,20180830
Demi Lovato,6608852,75,20180830
Usher,6567744,76,20180830
Shakira,6524521,77,20180830
Maluma,6458484,78,20180830
Shawn Mendes,6438325,79,20180830
Lil Uzi Vert,6430209,80,20180830
Camila Cabello,6411993,81,20180830
Doja Cat,6117729,82,20180830
Moneybagg Yo,6100412,83,20180830
Florida Georgia Line,6043213,84,20180830
Nio Garcia,6017697,85,20180830
Casper,5854209,86,20180830
Linkin Park,5847772,87,20180830
Jacquees,5812510,88,20180830
A Boogie wit da Hoodie,5807149,89,20180830
Aretha Franklin,5743118,90,20180830
Sam Smith,5700337,91,20180830
Gucci Mane,5660800,92,20180830
Chris Stapleton,5653799,93,20180830
Lil Peep,5612501,94,20180830
Rae Sremmurd,5550241,95,20180830
Vicente Fernández,5519249,96,20180830
Rich the Kid,5513636,97,20180830
Gunna,5495846,98,20180830
Los Ángeles Azules,5413261,99,20180830
Metro Boomin,5335964,100,20180830
YoungBoy Never Broke Again,60562058,1,20180906
Eminem,53910278,2,20180906
6IX9INE,44507575,3,20180906
Drake,43100309,4,20180906
Machine Gun Kelly,37365827,5,20180906
XXXTentacion,36692739,6,20180906
Ozuna,35065060,7,20180906
Nicki Minaj,30429109,8,20180906
Juice WRLD,28861701,9,20180906
Bad Bunny,27925559,10,20180906
Cardi B,27263138,11,20180906
Lil Baby,21765478,12,20180906
Travis Scott,20032464,13,20180906
Maroon 5,19693499,14,20180906
Ella Mai,19048100,15,20180906
J. Balvin,18103763,16,20180906
Post Malone,17895000,17,20180906
Ariana Grande,17038891,18,20180906
Murda Beatz,16820514,19,20180906
Childish Gambino,16605563,20,20180906
Khalid,16554956,21,20180906
Future,16526555,22,20180906
Imagine Dragons,16119102,23,20180906
Migos,15740986,24,20180906
Kevin Gates,15330112,25,20180906
Chris Brown,13344427,26,20180906
Tyga,13251478,27,20180906
BTS,13246327,28,20180906
Ed Sheeran,12439786,29,20180906
Bebe Rexha,11973369,30,20180906
Taylor Swift,11499122,31,20180906
G-Eazy,11448130,32,20180906
The Weeknd,11438065,33,20180906
YG,11385978,34,20180906
Billie Eilish,11382519,35,20180906
Nicky Jam,11213669,36,20180906
Marshmello,11034673,37,20180906
Banda MS,10956301,38,20180906
Wiz Khalifa,10727027,39,20180906
Kodak Black,10566786,40,20180906
Panic! at the Disco,10543258,41,20180906
Romeo Santos,10243515,42,20180906
Beyoncé,9840776,43,20180906
Twenty One Pilots,9829166,44,20180906
Rihanna,9721317,45,20180906
Natti Natasha,9640150,46,20180906
Halsey,9623691,47,20180906
Bruno Mars,9537439,48,20180906
Lil Skies,9346201,49,20180906
Anuel AA,9230515,50,20180906
Lil Wayne,9215314,51,20180906
NF,9214011,52,20180906
Darell,9031952,53,20180906
Daddy Yankee,8854851,54,20180906
Kane Brown,8848105,55,20180906
Russ,8817257,56,20180906
Luke Combs,8781297,57,20180906
Moneybagg Yo,8779862,58,20180906
Young Thug,8739476,59,20180906
Michael Jackson,8738804,60,20180906
50 Cent,8709051,61,20180906
Kendrick Lamar,8402393,62,20180906
DJ Khaled,7944288,63,20180906
Tupac,7825207,64,20180906
Kanye West,7642398,65,20180906
YNW Melly,7629287,66,20180906
Katy Perry,7423702,67,20180906
Trippie Redd,7391656,68,20180906
J. Cole,7363581,69,20180906
Meek Mill,7240604,70,20180906
Yella Beezy,7128869,71,20180906
Becky G,7078836,72,20180906
21 Savage,6985673,73,20180906
Aretha Franklin,6926253,74,20180906
Jacquees,6887009,75,20180906
The Chainsmokers,6820589,76,20180906
Lil Uzi Vert,6787774,77,20180906
Five Finger Death Punch,6735493,78,20180906
Usher,6559174,79,20180906
Sam Smith,6540442,80,20180906
Luke Bryan,6528869,81,20180906
Jason Aldean,6523771,82,20180906
Quavo,6459975,83,20180906
Ciara,6448814,84,20180906
A Boogie wit da Hoodie,6441355,85,20180906
Camila Cabello,6375832,86,20180906
Shakira,6295395,87,20180906
Demi Lovato,6289101,88,20180906
Nio Garcia,6278584,89,20180906
Chris Stapleton,6250233,90,20180906
Karol G,6248759,91,20180906
Shawn Mendes,6192775,92,20180906
H.E.R.,6179583,93,20180906
Casper,6156621,94,20180906
Haschak Sisters,6151124,95,20180906
Gucci Mane,6087418,96,20180906
Los Ángeles Azules,5934612,97,20180906
Vicente Fernández,5905574,98,20180906
Maluma,5898731,99,20180906
Lil Peep,5768839,100,20180906
YoungBoy Never Broke Again,57516249,1,20180913
Mac Miller,46031714,2,20180913
Drake,40104466,3,20180913
Eminem,38344886,4,20180913
XXXTentacion,38248267,5,20180913
6IX9INE,35427992,6,20180913
Ozuna,34756409,7,20180913
Nicki Minaj,34635006,8,20180913
Kanye West,31103114,9,20180913
Lil Pump,29241401,10,20180913
Machine Gun Kelly,28357291,11,20180913
Juice WRLD,27060787,12,20180913
Cardi B,25881139,13,20180913
Bad Bunny,25723413,14,20180913
Lil Baby,19959610,15,20180913
Travis Scott,19164988,16,20180913
Maroon 5,19030972,17,20180913
Ariana Grande,18964780,18,20180913
Ella Mai,17668955,19,20180913
Post Malone,17647268,20,20180913
J. Balvin,16724155,21,20180913
Khalid,16021943,22,20180913
Imagine Dragons,15609040,23,20180913
Migos,15512852,24,20180913
Future,15224347,25,20180913
Murda Beatz,14862024,26,20180913
Kevin Gates,14857858,27,20180913
G-Eazy,14485613,28,20180913
Tyga,13508182,29,20180913
Chris Brown,13044380,30,20180913
BTS,12515523,31,20180913
Ed Sheeran,12362619,32,20180913
The Weeknd,12222074,33,20180913
Billie Eilish,11350911,34,20180913
Taylor Swift,11172432,35,20180913
Banda MS,11022564,36,20180913
Marshmello,10894562,37,20180913
Nicky Jam,10726703,38,20180913
Kodak Black,10627787,39,20180913
Russ,10591151,40,20180913
Wiz Khalifa,10551267,41,20180913
Bebe Rexha,10487331,42,20180913
YG,10305531,43,20180913
Rihanna,9888523,44,20180913
Romeo Santos,9856994,45,20180913
Beyoncé,9675982,46,20180913
Bruno Mars,9674494,47,20180913
Childish Gambino,9662702,48,20180913
Lil Skies,9555627,49,20180913
Panic! at the Disco,9327447,50,20180913
Natti Natasha,9266625,51,20180913
Twenty One Pilots,9191597,52,20180913
Lil Wayne,9157508,53,20180913
Luke Combs,9063600,54,20180913
Halsey,8908515,55,20180913
Darell,8754910,56,20180913
Kendrick Lamar,8708998,57,20180913
Kane Brown,8692594,58,20180913
Skid Adams,8473606,59,20180913
Queen Naija,8427827,60,20180913
YNW Melly,8390599,61,20180913
Michael Jackson,8269163,62,20180913
Anuel AA,8194617,63,20180913
Daddy Yankee,7865652,64,20180913
Moneybagg Yo,7714102,65,20180913
Tupac,7683991,66,20180913
$uicideboy$,7651276,67,20180913
50 Cent,7625909,68,20180913
DJ Khaled,7561986,69,20180913
J. Cole,7491445,70,20180913
Meek Mill,7367008,71,20180913
Young Thug,7292299,72,20180913
Jacquees,6994068,73,20180913
21 Savage,6824222,74,20180913
Becky G,6784733,75,20180913
Five Finger Death Punch,6733552,76,20180913
Katy Perry,6711301,77,20180913
Dua Lipa,6575097,78,20180913
Luke Bryan,6562810,79,20180913
Usher,6489068,80,20180913
Jason Aldean,6459303,81,20180913
Yella Beezy,6450126,82,20180913
Lil Uzi Vert,6403743,83,20180913
Sam Smith,6397518,84,20180913
A Boogie wit da Hoodie,6364692,85,20180913
The Chainsmokers,6303852,86,20180913
Trippie Redd,6290027,87,20180913
Demi Lovato,6234016,88,20180913
Nio Garcia,6153550,89,20180913
Lil Peep,6077393,90,20180913
Shawn Mendes,6072276,91,20180913
Los Ángeles Azules,6042305,92,20180913
Lil Durk,6016788,93,20180913
Casper,5980608,94,20180913
Shakira,5924918,95,20180913
Gucci Mane,5909553,96,20180913
Ciara,5865734,97,20180913
Maluma,5830549,98,20180913
Chris Stapleton,5777174,99,20180913
Camila Cabello,5692051,100,20180913
Eminem,92774071,1,20180920
YoungBoy Never Broke Again,52847009,2,20180920
XXXTentacion,41553159,3,20180920
Drake,38537338,4,20180920
Nicki Minaj,34446252,5,20180920
Ozuna,31493514,6,20180920
6IX9INE,30548416,7,20180920
Kanye West,26998778,8,20180920
Lil Baby,25254091,9,20180920
Juice WRLD,25239410,10,20180920
Machine Gun Kelly,24974576,11,20180920
Cardi B,24944184,12,20180920
Lil Pump,24591449,13,20180920
Bad Bunny,24013153,14,20180920
Ella Mai,18557728,15,20180920
Travis Scott,18265135,16,20180920
J. Balvin,18125234,17,20180920
Khalid,17592934,18,20180920
Post Malone,17481289,19,20180920
Maroon 5,17022629,20,20180920
Future,16924846,21,20180920
Ariana Grande,16388867,22,20180920
Murda Beatz,15871813,23,20180920
Mac Miller,15736222,24,20180920
Imagine Dragons,15362518,25,20180920
Migos,15251373,26,20180920
Kevin Gates,14411072,27,20180920
Kodak Black,14092635,28,20180920
Chris Brown,13508999,29,20180920
Bruno Mars,13247379,30,20180920
Marshmello,13100715,31,20180920
Ed Sheeran,12358111,32,20180920
Banda MS,12150803,33,20180920
The Weeknd,12080347,34,20180920
Tyga,11823064,35,20180920
BTS,11798292,36,20180920
Lil Peep,11733863,37,20180920
YNW Melly,11593373,38,20180920
G-Eazy,11574313,39,20180920
Anuel AA,11217753,40,20180920
Billie Eilish,10864396,41,20180920
Taylor Swift,10855829,42,20180920
YG,10762789,43,20180920
Bebe Rexha,10381067,44,20180920
Panic! at the Disco,10167043,45,20180920
Nicky Jam,10159710,46,20180920
Beyoncé,10043778,47,20180920
Romeo Santos,10019847,48,20180920
Rihanna,9981659,49,20180920
Kane Brown,9950068,50,20180920
Wiz Khalifa,9825275,51,20180920
Lil Uzi Vert,9752746,52,20180920
NF,9731492,53,20180920
Gunna,9553017,54,20180920
Childish Gambino,9475507,55,20180920
Russ,9450533,56,20180920
Gucci Mane,9331113,57,20180920
Lil Skies,9323709,58,20180920
Lil Wayne,9256977,59,20180920
Twenty One Pilots,9217151,60,20180920
Halsey,9203948,61,20180920
Tupac,9133230,62,20180920
Luke Combs,8912162,63,20180920
Natti Natasha,8767543,64,20180920
Kendrick Lamar,8595963,65,20180920
Queen Naija,8407686,66,20180920
Michael Jackson,8170754,67,20180920
Trippie Redd,7923643,68,20180920
Darell,7756751,69,20180920
Becky G,7486043,70,20180920
Five Finger Death Punch,7480354,71,20180920
Daddy Yankee,7460245,72,20180920
Meek Mill,7238085,73,20180920
Moneybagg Yo,7228241,74,20180920
J. Cole,7162105,75,20180920
Jason Aldean,6913671,76,20180920
Gorillaz,6873578,77,20180920
Young Thug,6852145,78,20180920
Usher,6849128,79,20180920
Yella Beezy,6807160,80,20180920
DJ Khaled,6783214,81,20180920
21 Savage,6783100,82,20180920
$uicideboy$,6773018,83,20180920
50 Cent,6745845,84,20180920
Jacquees,6670053,85,20180920
Mariah Carey,6654026,86,20180920
Katy Perry,6592686,87,20180920
Karol G,6374220,88,20180920
Luke Bryan,6358812,89,20180920
Los Ángeles Azules,6260097,90,20180920
A Boogie wit da Hoodie,6241018,91,20180920
The Chainsmokers,6056805,92,20180920
Chris Stapleton,5964857,93,20180920
Shakira,5934395,94,20180920
Sam Smith,5898486,95,20180920
Demi Lovato,5883561,96,20180920
Ciara,5876848,97,20180920
6lack,5852574,98,20180920
SHORELINE MAFIA,5766664,99,20180920
Shawn Mendes,5747683,100,20180920
YoungBoy Never Broke Again,49925502,1,20180927
Eminem,46378290,2,20180927
XXXTentacion,43967746,3,20180927
Drake,35784884,4,20180927
Ozuna,28449304,5,20180927
Nicki Minaj,27036990,6,20180927
6IX9INE,26468667,7,20180927
Cardi B,24669856,8,20180927
Juice WRLD,24269232,9,20180927
Bad Bunny,22522515,10,20180927
Lil Baby,22460481,11,20180927
Kanye West,19231442,12,20180927
Ella Mai,19200401,13,20180927
Khalid,18631228,14,20180927
Machine Gun Kelly,18376785,15,20180927
Post Malone,17864417,16,20180927
Kevin Gates,17846423,17,20180927
Lil Pump,17697777,18,20180927
J. Balvin,17375983,19,20180927
Travis Scott,17212138,20,20180927
Future,16204196,21,20180927
Imagine Dragons,15866040,22,20180927
Ariana Grande,15797527,23,20180927
Maroon 5,15672192,24,20180927
Migos,15375957,25,20180927
Marshmello,15021952,26,20180927
Mac Miller,14058641,27,20180927
Lil Peep,13809046,28,20180927
Banda MS,13556439,29,20180927
Ed Sheeran,13029223,30,20180927
Chris Brown,12959653,31,20180927
Bruno Mars,12363896,32,20180927
Murda Beatz,12197039,33,20180927
The Weeknd,12137461,34,20180927
Kodak Black,12109600,35,20180927
Tyga,12096827,36,20180927
Anuel AA,11629549,37,20180927
BTS,11408457,38,20180927
Lil Uzi Vert,11237253,39,20180927
Kane Brown,11134655,40,20180927
Nicky Jam,11125606,41,20180927
Taylor Swift,10828289,42,20180927
G-Eazy,10792917,43,20180927
Beyoncé,10654215,44,20180927
Panic! at the Disco,10517586,45,20180927
Romeo Santos,10514487,46,20180927
Gunna,10474824,47,20180927
Billie Eilish,10397634,48,20180927
Rihanna,10170904,49,20180927
YNW Melly,10115478,50,20180927
Bebe Rexha,9788455,51,20180927
NF,9772539,52,20180927
Lil Skies,9554065,53,20180927
Young Dolph,9403090,54,20180927
Luke Combs,9357257,55,20180927
Lil Wayne,9281727,56,20180927
Halsey,9116207,57,20180927
Twenty One Pilots,9101422,58,20180927
YG,9018717,59,20180927
Young Thug,9009977,60,20180927
Russ,8701621,61,20180927
Kendrick Lamar,8687284,62,20180927
Wiz Khalifa,8663506,63,20180927
Childish Gambino,8509815,64,20180927
Michael Jackson,8323880,65,20180927
Natti Natasha,8274815,66,20180927
Gucci Mane,8245903,67,20180927
Karol G,8009480,68,20180927
Tupac,7838213,69,20180927
Moneybagg Yo,7642135,70,20180927
Lil Durk,7526966,71,20180927
Darell,7508283,72,20180927
Daddy Yankee,7225335,73,20180927
Trippie Redd,7195851,74,20180927
Five Finger Death Punch,7177430,75,20180927
Meek Mill,7165092,76,20180927
J. Cole,7105597,77,20180927
The Chainsmokers,7062730,78,20180927
Usher,7014608,79,20180927
Jacquees,7001963,80,20180927
21 Savage,6758777,81,20180927
Yung Bleu,6742781,82,20180927
DJ Khaled,6678516,83,20180927
Yella Beezy,6545818,84,20180927
Jason Aldean,6514917,85,20180927
Los Ángeles Azules,6476916,86,20180927
Metallica,6421680,87,20180927
$uicideboy$,6420043,88,20180927
Florida Georgia Line,6375311,89,20180927
Sam Smith,6351789,90,20180927
Becky G,6342635,91,20180927
Chris Stapleton,6327802,92,20180927
A Boogie wit da Hoodie,6313226,93,20180927
Katy Perry,6286610,94,20180927
50 Cent,6232014,95,20180927
6lack,6006546,96,20180927
Shawn Mendes,5943455,97,20180927
Demi Lovato,5942338,98,20180927
Luke Bryan,5816381,99,20180927
Linkin Park,5813404,100,20180927
XXXTentacion,50788045,1,20181004
YoungBoy Never Broke Again,44835893,2,20181004
Eminem,35871804,3,20181004
Drake,32511648,4,20181004
Ozuna,27754443,5,20181004
Kevin Gates,26892622,6,20181004
6IX9INE,26720515,7,20181004
Bad Bunny,25690817,8,20181004
Nicki Minaj,25585126,9,20181004
Cardi B,22824304,10,20181004
Juice WRLD,22495313,11,20181004
Lil Baby,21886494,12,20181004
Ella Mai,21103396,13,20181004
Khalid,20127702,14,20181004
Kodak Black,18401277,15,20181004
Post Malone,17623131,16,20181004
Maroon 5,17177745,17,20181004
J. Balvin,16125229,18,20181004
Kanye West,15804667,19,20181004
Imagine Dragons,15669131,20,20181004
Travis Scott,15497460,21,20181004
Future,15021616,22,20181004
Migos,14285820,23,20181004
Marshmello,14084616,24,20181004
Lil Pump,14071094,25,20181004
Ariana Grande,13388453,26,20181004
Tyga,12906747,27,20181004
Ed Sheeran,12544608,28,20181004
Chris Brown,12524636,29,20181004
Machine Gun Kelly,12523818,30,20181004
Murda Beatz,12411293,31,20181004
Bruno Mars,12348337,32,20181004
Banda MS,12336680,33,20181004
Lil Peep,12180414,34,20181004
Lil Uzi Vert,12108911,35,20181004
The Weeknd,11672473,36,20181004
Nicky Jam,11631843,37,20181004
Young Thug,11440555,38,20181004
Gunna,11414553,39,20181004
Lil Wayne,11219620,40,20181004
BTS,10869329,41,20181004
Kane Brown,10678304,42,20181004
Taylor Swift,10517671,43,20181004
Anuel AA,10507809,44,20181004
Rihanna,10454285,45,20181004
Beyoncé,10397286,46,20181004
Mac Miller,10387814,47,20181004
Halsey,10222707,48,20181004
