Name,ViewCount,CurrentPosition,WeekStartDate
Toosii,9191883,65,20210513
XXXTENTACION,8981247,66,20210513
Romeo Santos,8807965,67,20210513
Michael Jackson,8775961,68,20210513
Grupo Firme,8650352,69,20210513
Marshmello,8569992,70,20210513
Kendrick Lamar,8311356,71,20210513
Khalid,8311001,72,20210513
Selena,8261584,73,20210513
Tee Grizzley,8237582,74,20210513
Usher,8199188,75,20210513
Olivia Rodrigo,8092863,76,20210513
YNW Melly,8030691,77,20210513
Young Dolph,7870419,78,20210513
Jason Aldean,7819497,79,20210513
Lady Gaga,7698686,80,20210513
Saweetie,7499283,81,20210513
Rauw Alejandro,7476352,82,20210513
6LACK,7425397,83,20210513
Jhené Aiko,7422992,84,20210513
Carin Leon,7422757,85,20210513
Yung Bleu,7409227,86,20210513
Meek Mill,7393990,87,20210513
Coldplay,7359844,88,20210513
Jay-Z,7344173,89,20210513
Five Finger Death Punch,7290837,90,20210513
Karol G,7267509,91,20210513
Coi Leray,7248607,92,20210513
Twenty One Pilots,7224039,93,20210513
Metallica,7142109,94,20210513
Kane Brown,7118463,95,20210513
Jhay Cortez,7031054,96,20210513
El Fantasma,6997084,97,20210513
Giveon,6992286,98,20210513
Morray,6986797,99,20210513
The Kid LAROI,6891582,100,20210513
J. Cole,48749656,1,20210520
YoungBoy Never Broke Again,38322527,2,20210520
Moneybagg Yo,32939210,3,20210520
Lil Baby,31507648,4,20210520
Drake,30159819,5,20210520
Kevin Gates,28546801,6,20210520
Lil Durk,27847074,7,20210520
Rod Wave,27255335,8,20210520
Bad Bunny,27056701,9,20210520
Juice WRLD,25780667,10,20210520
Olivia Rodrigo,25017709,11,20210520
Nicki Minaj,23105289,12,20210520
Eminem,23059202,13,20210520
Polo G,20922556,14,20210520
The Weeknd,18676050,15,20210520
Lil Wayne,17838670,16,20210520
Future,17563601,17,20210520
Ozuna,16942383,18,20210520
DJ Khaled,16829313,19,20210520
Myke Towers,16745537,20,20210520
Bruno Mars,16680364,21,20210520
Kodak Black,16665539,22,20210520
MO3,16391074,23,20210520
Pooh Shiesty,16385663,24,20210520
Morgan Wallen,15872883,25,20210520
Doja Cat,14996773,26,20210520
Ariana Grande,14913527,27,20210520
J. Balvin,14714743,28,20210520
Lil Tjay,14354064,29,20210520
Chris Brown,13863434,30,20210520
Pop Smoke,13578172,31,20210520
Machine Gun Kelly,13319277,32,20210520
Anuel AA,13219222,33,20210520
Justin Bieber,13125237,34,20210520
Young Thug,12472041,35,20210520
Taylor Swift,12340052,36,20210520
DaBaby,12241431,37,20210520
Migos,12212120,38,20210520
BTS(방탄소년단),12088847,39,20210520
Post Malone,11794933,40,20210520
Luke Combs,11773468,41,20210520
Lil Uzi Vert,11578712,42,20210520
NLE Choppa,11514439,43,20210520
Cardi B,11479700,44,20210520
Rihanna,11350522,45,20210520
Farruko,11320170,46,20210520
Tupac,11241323,47,20210520
Dua Lipa,11138921,48,20210520
Billie Eilish,10771335,49,20210520
King Von,10537293,50,20210520
Megan Thee Stallion,10479214,51,20210520
Beyoncé,10075750,52,20210520
Gucci Mane,10071890,53,20210520
Tom MacDonald,10038765,54,20210520
Lil Nas X,9984506,55,20210520
NF,9943180,56,20210520
6LACK,9863067,57,20210520
Travis Scott,9729595,58,20210520
Kanye West,9629713,59,20210520
Imagine Dragons,9575807,60,20210520
Boosie Badazz,9437667,61,20210520
Banda MS,9422118,62,20210520
Daddy Yankee,9399187,63,20210520
Grupo Firme,9368521,64,20210520
Maroon 5,9267647,65,20210520
Los Dos Carnales,9214919,66,20210520
Michael Jackson,9136141,67,20210520
Gunna,8972771,68,20210520
Romeo Santos,8747925,69,20210520
Rauw Alejandro,8740730,70,20210520
XXXTENTACION,8723852,71,20210520
Selena,8600995,72,20210520
Christian Nodal,8589722,73,20210520
Marshmello,8574075,74,20210520
Trippie Redd,8544197,75,20210520
Katy Perry,8487586,76,20210520
Kendrick Lamar,8150456,77,20210520
Jason Aldean,8124514,78,20210520
Usher,7983450,79,20210520
YNW Melly,7804570,80,20210520
Khalid,7795962,81,20210520
Lady Gaga,7660997,82,20210520
Twenty One Pilots,7609535,83,20210520
Yung Bleu,7436039,84,20210520
Metallica,7410495,85,20210520
Bas,7362539,86,20210520
El Fantasma,7339773,87,20210520
Young Dolph,7265596,88,20210520
H.E.R.,7189442,89,20210520
Jhené Aiko,7156906,90,20210520
Jeezy,7098028,91,20210520
Five Finger Death Punch,7056375,92,20210520
Kane Brown,7040873,93,20210520
JellyRoll,7033917,94,20210520
Karol G,7020185,95,20210520
Upchurch,6987534,96,20210520
Jhay Cortez,6914911,97,20210520
Meek Mill,6800772,98,20210520
21 Savage,6778203,99,20210520
Giveon,6764423,100,20210520
Olivia Rodrigo,41409823,1,20210527
BTS(방탄소년단),37250110,2,20210527
YoungBoy Never Broke Again,36236690,3,20210527
Moneybagg Yo,30882094,4,20210527
Drake,27737342,5,20210527
Kevin Gates,27382655,6,20210527
Lil Baby,26676343,7,20210527
Bad Bunny,26483351,8,20210527
Juice WRLD,26038258,9,20210527
Rod Wave,25809632,10,20210527
J. Cole,25677751,11,20210527
Polo G,25653259,12,20210527
Lil Durk,24315864,13,20210527
Eminem,22627185,14,20210527
Pooh Shiesty,21028298,15,20210527
Lil Wayne,20858053,16,20210527
The Weeknd,19123361,17,20210527
Lil Nas X,17789577,18,20210527
Future,17724387,19,20210527
Ozuna,16523634,20,20210527
MO3,16355326,21,20210527
Bruno Mars,16280349,22,20210527
Morgan Wallen,15894558,23,20210527
Myke Towers,15635225,24,20210527
DJ Khaled,14961271,25,20210527
J. Balvin,14944887,26,20210527
Nicki Minaj,14850909,27,20210527
Doja Cat,14831284,28,20210527
Kodak Black,14430592,29,20210527
Ariana Grande,14341562,30,20210527
Chris Brown,13933118,31,20210527
Lil Tjay,13902514,32,20210527
Machine Gun Kelly,13498878,33,20210527
Pop Smoke,13096475,34,20210527
Anuel AA,13030999,35,20210527
Justin Bieber,12969457,36,20210527
DaBaby,12105056,37,20210527
Post Malone,12080205,38,20210527
Twenty One Pilots,11898844,39,20210527
Luke Combs,11809148,40,20210527
Taylor Swift,11733217,41,20210527
Young Thug,11725813,42,20210527
Cardi B,11557110,43,20210527
Lil Uzi Vert,11504746,44,20210527
Rihanna,11182655,45,20210527
Farruko,11158002,46,20210527
Rauw Alejandro,11079426,47,20210527
NLE Choppa,11055575,48,20210527
Tupac,11015619,49,20210527
Dua Lipa,10400449,50,20210527
42 Dugg,10355155,51,20210527
Gucci Mane,10272401,52,20210527
Beyoncé,10171192,53,20210527
King Von,10148987,54,20210527
Los Dos Carnales,10144761,55,20210527
Megan Thee Stallion,10129734,56,20210527
Billie Eilish,9952903,57,20210527
Imagine Dragons,9683674,58,20210527
NF,9617644,59,20210527
Banda MS,9545319,60,20210527
Daddy Yankee,9516805,61,20210527
Boosie Badazz,9480491,62,20210527
Travis Scott,9444546,63,20210527
Migos,9418808,64,20210527
Maroon 5,9392032,65,20210527
Kanye West,9362035,66,20210527
Marshmello,9305776,67,20210527
Michael Jackson,9065863,68,20210527
Grupo Firme,8921616,69,20210527
Christian Nodal,8704263,70,20210527
Romeo Santos,8539381,71,20210527
Roddy Rich,8511684,72,20210527
Gunna,8452377,73,20210527
A Boogie wit da Hoodie,8442303,74,20210527
XXXTENTACION,8436132,75,20210527
Trippie Redd,8408039,76,20210527
Usher,8045721,77,20210527
Kendrick Lamar,8019246,78,20210527
6LACK,8001624,79,20210527
Jason Aldean,7936086,80,20210527
Lady Gaga,7661314,81,20210527
Selena,7628950,82,20210527
YNW Melly,7585584,83,20210527
Khalid,7536787,84,20210527
Upchurch,7436912,85,20210527
Wiz Khalifa,7403368,86,20210527
Katy Perry,7397257,87,20210527
Metallica,7288421,88,20210527
El Fantasma,7235994,89,20210527
Yung Bleu,7107397,90,20210527
Five Finger Death Punch,7003149,91,20210527
Jhené Aiko,6958145,92,20210527
Jeezy,6956550,93,20210527
JellyRoll,6915901,94,20210527
Young Dolph,6909592,95,20210527
Kane Brown,6887449,96,20210527
El Alfa,6880149,97,20210527
Morray,6760797,98,20210527
Karol G,6758648,99,20210527
$uicideboy$,6744641,100,20210527
YoungBoy Never Broke Again,37137931,1,20210603
Juice WRLD,34480390,2,20210603
Olivia Rodrigo,31676493,3,20210603
Lil Baby,31288985,4,20210603
Moneybagg Yo,29620183,5,20210603
Rod Wave,28728696,6,20210603
Lil Durk,28540553,7,20210603
Bad Bunny,27206355,8,20210603
Drake,26929842,9,20210603
Kevin Gates,26827396,10,20210603
Eminem,24715909,11,20210603
BTS(방탄소년단),22990565,12,20210603
Polo G,21689673,13,20210603
The Weeknd,20824514,14,20210603
MO3,20571342,15,20210603
Future,19937658,16,20210603
J. Cole,19287365,17,20210603
DJ Khaled,17828454,18,20210603
Lil Wayne,17525471,19,20210603
Bruno Mars,17471869,20,20210603
Pooh Shiesty,17342919,21,20210603
J. Balvin,16134035,22,20210603
Ozuna,16065344,23,20210603
Doja Cat,15267157,24,20210603
Morgan Wallen,15266509,25,20210603
Myke Towers,15199451,26,20210603
Billie Eilish,14459257,27,20210603
Ariana Grande,14338707,28,20210603
Chris Brown,14195554,29,20210603
Nicki Minaj,13581586,30,20210603
Lil Tjay,13457414,31,20210603
Machine Gun Kelly,13174537,32,20210603
Kodak Black,12938688,33,20210603
Pop Smoke,12917341,34,20210603
Lil Nas X,12807760,35,20210603
Justin Bieber,12690950,36,20210603
Anuel AA,12599986,37,20210603
Rauw Alejandro,12570949,38,20210603
DaBaby,12391686,39,20210603
Post Malone,12261452,40,20210603
Gucci Mane,12126844,41,20210603
Young Thug,11707773,42,20210603
Lil Uzi Vert,11559881,43,20210603
Luke Combs,11538672,44,20210603
Cardi B,11372847,45,20210603
Taylor Swift,11367403,46,20210603
Rihanna,11332505,47,20210603
Tupac,11296525,48,20210603
Farruko,11248487,49,20210603
Marshmello,11205170,50,20210603
NLE Choppa,10939965,51,20210603
Dua Lipa,10208482,52,20210603
Megan Thee Stallion,10161246,53,20210603
Beyoncé,10132868,54,20210603
King Von,10036659,55,20210603
DMX,9868353,56,20210603
Grupo Firme,9718402,57,20210603
Imagine Dragons,9672662,58,20210603
Los Dos Carnales,9655214,59,20210603
Boosie Badazz,9615464,60,20210603
Maroon 5,9563858,61,20210603
Banda MS,9547613,62,20210603
Travis Scott,9452169,63,20210603
Kanye West,9348314,64,20210603
Michael Jackson,9212711,65,20210603
Daddy Yankee,9056692,66,20210603
NF,9032106,67,20210603
Migos,8935859,68,20210603
Christian Nodal,8875545,69,20210603
Twenty One Pilots,8674348,70,20210603
Meek Mill,8643110,71,20210603
42 Dugg,8559279,72,20210603
Usher,8504907,73,20210603
Trippie Redd,8458857,74,20210603
Romeo Santos,8384599,75,20210603
Gunna,8280376,76,20210603
XXXTENTACION,8160409,77,20210603
YNW Melly,8020063,78,20210603
Kendrick Lamar,7950725,79,20210603
Jason Aldean,7832230,80,20210603
Og Bobby Billions,7791240,81,20210603
Lady Gaga,7675642,82,20210603
A Boogie wit da Hoodie,7535103,83,20210603
Roddy Rich,7462107,84,20210603
Khalid,7396790,85,20210603
Katy Perry,7371316,86,20210603
6LACK,7334950,87,20210603
Wiz Khalifa,7324153,88,20210603
Metallica,7171058,89,20210603
El Fantasma,7129445,90,20210603
El Alfa,7072538,91,20210603
Jhené Aiko,7064573,92,20210603
Upchurch,7059566,93,20210603
Yung Bleu,7051494,94,20210603
Anderson .Paak,7033673,95,20210603
Five Finger Death Punch,6938041,96,20210603
Queen,6906860,97,20210603
Jeezy,6840399,98,20210603
Carin Leon,6839276,99,20210603
Kane Brown,6807236,100,20210603
Lil Baby,50803536,1,20210610
Lil Durk,46771565,2,20210610
Bad Bunny,36763308,3,20210610
YoungBoy Never Broke Again,35273177,4,20210610
Olivia Rodrigo,28973171,5,20210610
Moneybagg Yo,26587696,6,20210610
Juice WRLD,25903193,7,20210610
Kevin Gates,25443908,8,20210610
Rod Wave,25296112,9,20210610
Drake,24808046,10,20210610
Eminem,23064797,11,20210610
The Weeknd,19415510,12,20210610
MO3,18869576,13,20210610
Polo G,18832169,14,20210610
Future,18660541,15,20210610
BTS(방탄소년단),17954815,16,20210610
Lil Wayne,16464876,17,20210610
J. Cole,16429621,18,20210610
Ozuna,15810939,19,20210610
Pooh Shiesty,15394215,20,20210610
Bruno Mars,15257491,21,20210610
J. Balvin,15066146,22,20210610
Myke Towers,14926897,23,20210610
Morgan Wallen,14719864,24,20210610
Doja Cat,14140120,25,20210610
Chris Brown,13649562,26,20210610
Ariana Grande,13637378,27,20210610
DJ Khaled,13520503,28,20210610
Billie Eilish,13443079,29,20210610
Nicki Minaj,12802251,30,20210610
Rauw Alejandro,12553673,31,20210610
Dua Lipa,12481003,32,20210610
Anuel AA,12391446,33,20210610
Pop Smoke,12357839,34,20210610
Kodak Black,12129637,35,20210610
Lil Tjay,12025032,36,20210610
Justin Bieber,11848091,37,20210610
Machine Gun Kelly,11798128,38,20210610
Post Malone,11767898,39,20210610
Rihanna,11535886,40,20210610
DaBaby,11511395,41,20210610
Tom MacDonald,11420036,42,20210610
Luke Combs,11092999,43,20210610
Lil Nas X,11091002,44,20210610
Young Thug,11054807,45,20210610
Tupac,10889141,46,20210610
Lil Uzi Vert,10843446,47,20210610
Farruko,10770094,48,20210610
Marshmello,10742231,49,20210610
Taylor Swift,10685475,50,20210610
Cardi B,10616554,51,20210610
Beyoncé,10096968,52,20210610
Gucci Mane,9875429,53,20210610
NLE Choppa,9741633,54,20210610
Kanye West,9506435,55,20210610
Imagine Dragons,9435984,56,20210610
Megan Thee Stallion,9323613,57,20210610
Grupo Firme,9284904,58,20210610
King Von,9257479,59,20210610
Roddy Rich,9176042,60,20210610
Travis Scott,9120199,61,20210610
Boosie Badazz,9113439,62,20210610
Banda MS,8957520,63,20210610
Michael Jackson,8904373,64,20210610
NF,8896415,65,20210610
Daddy Yankee,8878615,66,20210610
Los Dos Carnales,8764355,67,20210610
Migos,8395318,68,20210610
Christian Nodal,8335340,69,20210610
Usher,8264667,70,20210610
Romeo Santos,8173545,71,20210610
Maroon 5,8095174,72,20210610
XXXTENTACION,7847798,73,20210610
Kendrick Lamar,7821387,74,20210610
Jason Aldean,7740346,75,20210610
El Alfa,7731613,76,20210610
Twenty One Pilots,7706959,77,20210610
Meek Mill,7619835,78,20210610
Gunna,7427924,79,20210610
Lady Gaga,7363811,80,20210610
YNW Melly,7302274,81,20210610
El Fantasma,7252577,82,20210610
Og Bobby Billions,7225819,83,20210610
Khalid,7187371,84,20210610
Metallica,7163061,85,20210610
Wiz Khalifa,7122604,86,20210610
Katy Perry,7105640,87,20210610
42 Dugg,7103384,88,20210610
A Boogie wit da Hoodie,7102243,89,20210610
Upchurch,6879190,90,20210610
Five Finger Death Punch,6857743,91,20210610
Kane Brown,6846728,92,20210610
6LACK,6811643,93,20210610
Jhené Aiko,6807224,94,20210610
Yung Bleu,6706221,95,20210610
Jhay Cortez,6660838,96,20210610
Carin Leon,6657440,97,20210610
Jeezy,6613911,98,20210610
AC/DC,6565527,99,20210610
50 Cent,6542137,100,20210610
Polo G,44093806,1,20210617
Lil Baby,38446402,2,20210617
Lil Durk,34300660,3,20210617
YoungBoy Never Broke Again,34170778,4,20210617
Migos,30859560,5,20210617
Bad Bunny,29669832,6,20210617
Olivia Rodrigo,25260931,7,20210617
Drake,25204452,8,20210617
Kevin Gates,24771518,9,20210617
Moneybagg Yo,24701005,10,20210617
Juice WRLD,23633697,11,20210617
Rod Wave,23455092,12,20210617
Eminem,21998216,13,20210617
Doja Cat,20897983,14,20210617
Future,18800187,15,20210617
MO3,18169538,16,20210617
The Weeknd,18036156,17,20210617
Megan Thee Stallion,17252388,18,20210617
BTS(방탄소년단),16050166,19,20210617
Lil Wayne,16001761,20,20210617
Ozuna,15033422,21,20210617
Kodak Black,14983205,22,20210617
J. Balvin,14889080,23,20210617
Morgan Wallen,14705212,24,20210617
J. Cole,14324125,25,20210617
Bruno Mars,14137566,26,20210617
Myke Towers,13972159,27,20210617
Chris Brown,13872583,28,20210617
Pooh Shiesty,13764376,29,20210617
Nicki Minaj,13439453,30,20210617
Ariana Grande,13066039,31,20210617
DJ Khaled,12895590,32,20210617
Pop Smoke,12677382,33,20210617
Rauw Alejandro,11764756,34,20210617
Justin Bieber,11692977,35,20210617
Tupac,11687591,36,20210617
Rihanna,11596464,37,20210617
Bo Burnham,11535517,38,20210617
Gucci Mane,11472021,39,20210617
Anuel AA,11429868,40,20210617
Cardi B,11381947,41,20210617
Machine Gun Kelly,11316327,42,20210617
Post Malone,11201030,43,20210617
Marshmello,11187506,44,20210617
Lil Tjay,11077679,45,20210617
Luke Combs,10939219,46,20210617
Lil Nas X,10932237,47,20210617
DaBaby,10788561,48,20210617
Billie Eilish,10521951,49,20210617
Taylor Swift,10255063,50,20210617
Farruko,10200222,51,20210617
Karol G,10106485,52,20210617
Dua Lipa,10006977,53,20210617
Young Thug,9944814,54,20210617
Lil Uzi Vert,9875984,55,20210617
Beyoncé,9826310,56,20210617
Boosie Badazz,9708701,57,20210617
Kanye West,9377106,58,20210617
Los Dos Carnales,9354738,59,20210617
NLE Choppa,9232473,60,20210617
Banda MS,9179969,61,20210617
Imagine Dragons,9157516,62,20210617
Maroon 5,9095651,63,20210617
King Von,8988328,64,20210617
Grupo Firme,8837972,65,20210617
Michael Jackson,8745877,66,20210617
NF,8658236,67,20210617
Travis Scott,8586256,68,20210617
Daddy Yankee,8559548,69,20210617
Usher,8549198,70,20210617
Christian Nodal,8028790,71,20210617
Romeo Santos,7780675,72,20210617
Roddy Rich,7691332,73,20210617
Kendrick Lamar,7687852,74,20210617
XXXTENTACION,7560314,75,20210617
Jason Aldean,7448416,76,20210617
Twenty One Pilots,7326958,77,20210617
Tom MacDonald,7314669,78,20210617
Calibre 50,7165977,79,20210617
Lady Gaga,7150666,80,20210617
YNW Melly,7055243,81,20210617
Trippie Redd,6982480,82,20210617
El Fantasma,6965536,83,20210617
42 Dugg,6957488,84,20210617
Metallica,6940324,85,20210617
Khalid,6890310,86,20210617
Wiz Khalifa,6858015,87,20210617
Gunna,6825842,88,20210617
Yung Bleu,6778109,89,20210617
Meek Mill,6737175,90,20210617
Kane Brown,6712272,91,20210617
Upchurch,6694149,92,20210617
Jeezy,6680535,93,20210617
Jhay Cortez,6656853,94,20210617
El Alfa,6656337,95,20210617
Five Finger Death Punch,6609920,96,20210617
Og Bobby Billions,6607128,97,20210617
Katy Perry,6597929,98,20210617
AC/DC,6593325,99,20210617
Jhené Aiko,6589369,100,20210617
YoungBoy Never Broke Again,35685281,1,20210624
Lil Baby,34471841,2,20210624
Lil Durk,30210708,3,20210624
Bad Bunny,27110158,4,20210624
Polo G,26098990,5,20210624
Kevin Gates,24515912,6,20210624
Drake,24287326,7,20210624
Olivia Rodrigo,23156395,8,20210624
Moneybagg Yo,22863908,9,20210624
Juice WRLD,22376152,10,20210624
Rod Wave,21912165,11,20210624
Eminem,20986431,12,20210624
Migos,18570003,13,20210624
MO3,17269524,14,20210624
Future,17141117,15,20210624
The Weeknd,16713554,16,20210624
BTS(방탄소년단),15805916,17,20210624
DaBaby,15616709,18,20210624
Doja Cat,15315300,19,20210624
Lil Wayne,14832408,20,20210624
Morgan Wallen,14193223,21,20210624
Ozuna,14109581,22,20210624
J. Balvin,13939985,23,20210624
Ariana Grande,13730825,24,20210624
Kodak Black,13499533,25,20210624
Gucci Mane,13393842,26,20210624
Bruno Mars,13127061,27,20210624
J. Cole,13081121,28,20210624
Pooh Shiesty,13029922,29,20210624
Myke Towers,12982090,30,20210624
Chris Brown,12854673,31,20210624
Megan Thee Stallion,12275010,32,20210624
NLE Choppa,12086355,33,20210624
DJ Khaled,11968200,34,20210624
Pop Smoke,11662914,35,20210624
Nicki Minaj,11622531,36,20210624
Rauw Alejandro,11227735,37,20210624
Tupac,11062341,38,20210624
Rihanna,10890695,39,20210624
Machine Gun Kelly,10784928,40,20210624
Luke Combs,10713935,41,20210624
Justin Bieber,10688185,42,20210624
Anuel AA,10677356,43,20210624
Post Malone,10662295,44,20210624
Taylor Swift,10352963,45,20210624
Lil Tjay,10265288,46,20210624
Bo Burnham,10192419,47,20210624
Cardi B,10034469,48,20210624
Marshmello,9865463,49,20210624
Farruko,9742780,50,20210624
Beyoncé,9712779,51,20210624
Lil Uzi Vert,9616156,52,20210624
Karol G,9485021,53,20210624
Lil Nas X,9484954,54,20210624
Boosie Badazz,9381078,55,20210624
Young Thug,9292972,56,20210624
Billie Eilish,9169167,57,20210624
Dua Lipa,9110752,58,20210624
Kanye West,9045425,59,20210624
Los Dos Carnales,9002482,60,20210624
Imagine Dragons,8758360,61,20210624
Grupo Firme,8708004,62,20210624
Banda MS,8647920,63,20210624
Michael Jackson,8536485,64,20210624
H.E.R.,8490641,65,20210624
King Von,8413211,66,20210624
Usher,8375449,67,20210624
XXXTENTACION,8251717,68,20210624
Travis Scott,8199794,69,20210624
Daddy Yankee,8197406,70,20210624
NF,8145929,71,20210624
Maroon 5,8067496,72,20210624
Tory Lanez,7682146,73,20210624
Romeo Santos,7503226,74,20210624
Kendrick Lamar,7489660,75,20210624
Christian Nodal,7471426,76,20210624
Jason Aldean,7288940,77,20210624
Khalid,7277535,78,20210624
Roddy Rich,7267698,79,20210624
Metallica,7024666,80,20210624
Carin Leon,6871436,81,20210624
Jhay Cortez,6748266,82,20210624
Lady Gaga,6724489,83,20210624
Twenty One Pilots,6682242,84,20210624
"Tyler, the Creator",6678814,85,20210624
Wiz Khalifa,6675024,86,20210624
Gunna,6595351,87,20210624
YNW Melly,6586025,88,20210624
El Fantasma,6578784,89,20210624
Trippie Redd,6563043,90,20210624
Upchurch,6495334,91,20210624
Jhené Aiko,6446439,92,20210624
Kane Brown,6418423,93,20210624
Jeezy,6417096,94,20210624
Five Finger Death Punch,6402166,95,20210624
EST Gee,6378547,96,20210624
42 Dugg,6372561,97,20210624
Calibre 50,6358130,98,20210624
A Boogie wit da Hoodie,6316210,99,20210624
Yung Bleu,6303443,100,20210624
YoungBoy Never Broke Again,37044301,1,20210701
Lil Baby,34233132,2,20210701
Doja Cat,31767223,3,20210701
Lil Durk,29996627,4,20210701
Bad Bunny,29378725,5,20210701
Kevin Gates,24507337,6,20210701
Olivia Rodrigo,23553194,7,20210701
Drake,23279652,8,20210701
The Weeknd,22469997,9,20210701
Moneybagg Yo,22469610,10,20210701
Polo G,22235239,11,20210701
Juice WRLD,21726499,12,20210701
Rod Wave,21535330,13,20210701
Eminem,21091252,14,20210701
DaBaby,19966223,15,20210701
"Tyler, the Creator",18196233,16,20210701
J. Balvin,16904401,17,20210701
Future,16694215,18,20210701
MO3,16532796,19,20210701
Migos,15024529,20,20210701
Lil Wayne,14562609,21,20210701
Bruno Mars,14413746,22,20210701
Ozuna,13931326,23,20210701
Morgan Wallen,13779450,24,20210701
Rauw Alejandro,13625479,25,20210701
BTS(방탄소년단),13574161,26,20210701
Kodak Black,12987358,27,20210701
Ariana Grande,12945764,28,20210701
Chris Brown,12705256,29,20210701
Myke Towers,12506911,30,20210701
J. Cole,12486272,31,20210701
Megan Thee Stallion,12467648,32,20210701
DJ Khaled,11802391,33,20210701
Pooh Shiesty,11680115,34,20210701
Pop Smoke,11445803,35,20210701
Nicki Minaj,11203006,36,20210701
Gucci Mane,11002474,37,20210701
Rihanna,10850471,38,20210701
Justin Bieber,10722978,39,20210701
Bo Burnham,10716982,40,20210701
Tupac,10593558,41,20210701
Luke Combs,10536910,42,20210701
Machine Gun Kelly,10493008,43,20210701
Post Malone,10461498,44,20210701
Anuel AA,10439348,45,20210701
NLE Choppa,10430594,46,20210701
Ed Sheeran,10323359,47,20210701
Lil Tjay,10198294,48,20210701
Cardi B,10192267,49,20210701
Taylor Swift,10019251,50,20210701
Farruko,9875121,51,20210701
Lil Nas X,9509864,52,20210701
Beyoncé,9495623,53,20210701
Marshmello,9352596,54,20210701
Grupo Firme,9331187,55,20210701
Lil Uzi Vert,9299103,56,20210701
Young Thug,9073969,57,20210701
Boosie Badazz,8951414,58,20210701
Los Dos Carnales,8817038,59,20210701
Imagine Dragons,8773022,60,20210701
Dua Lipa,8735127,61,20210701
Michael Jackson,8676249,62,20210701
Karol G,8597525,63,20210701
Kanye West,8583129,64,20210701
Banda MS,8527400,65,20210701
Billie Eilish,8495552,66,20210701
Upchurch,8295231,67,20210701
Usher,8266958,68,20210701
King Von,8203142,69,20210701
NF,8162627,70,20210701
Daddy Yankee,8136359,71,20210701
Travis Scott,8085897,72,20210701
Nio Garcia,8050076,73,20210701
Maroon 5,8027597,74,20210701
Roddy Rich,7830260,75,20210701
EST Gee,7779393,76,20210701
Romeo Santos,7475253,77,20210701
XXXTENTACION,7416512,78,20210701
H.E.R.,7291509,79,20210701
Khalid,7288893,80,20210701
El Fantasma,7270367,81,20210701
Christian Nodal,7241465,82,20210701
Kendrick Lamar,7200461,83,20210701
Jason Aldean,7065428,84,20210701
Metallica,7023718,85,20210701
Lady Gaga,6771134,86,20210701
Wiz Khalifa,6768332,87,20210701
Eslabón Armado,6665707,88,20210701
Twenty One Pilots,6636880,89,20210701
Jhené Aiko,6522154,90,20210701
42 Dugg,6496625,91,20210701
Jeezy,6417155,92,20210701
Gunna,6406063,93,20210701
Trippie Redd,6362941,94,20210701
YNW Melly,6346094,95,20210701
Five Finger Death Punch,6322719,96,20210701
Katy Perry,6299356,97,20210701
Kane Brown,6280180,98,20210701
Jhay Cortez,6278771,99,20210701
Carin Leon,6260707,100,20210701
YoungBoy Never Broke Again,35000715,1,20210708
Lil Baby,34128404,2,20210708
Bad Bunny,30607372,3,20210708
Lil Durk,28531969,4,20210708
Doja Cat,24921884,5,20210708
Kevin Gates,24332514,6,20210708
Drake,23639485,7,20210708
Moneybagg Yo,22723509,8,20210708
Juice WRLD,22166436,9,20210708
Olivia Rodrigo,21805273,10,20210708
Rod Wave,21690546,11,20210708
Polo G,21054459,12,20210708
Eminem,20636694,13,20210708
The Weeknd,19299743,14,20210708
J. Balvin,17548354,15,20210708
DaBaby,17490710,16,20210708
MO3,16965846,17,20210708
Future,16719545,18,20210708
BTS(방탄소년단),15296624,19,20210708
Ozuna,14657366,20,20210708
Migos,14598744,21,20210708
Bruno Mars,14517967,22,20210708
Lil Wayne,14351363,23,20210708
Morgan Wallen,13804427,24,20210708
Chris Brown,13433042,25,20210708
DJ Khaled,13035610,26,20210708
Ariana Grande,13030283,27,20210708
Megan Thee Stallion,12614313,28,20210708
G Herbo,12325210,29,20210708
Myke Towers,12156668,30,20210708
Rauw Alejandro,12141290,31,20210708
Kodak Black,12011627,32,20210708
Pooh Shiesty,11842615,33,20210708
J. Cole,11753671,34,20210708
Pop Smoke,11718220,35,20210708
Nicki Minaj,11060601,36,20210708
Luke Combs,10817165,37,20210708
Post Malone,10684403,38,20210708
Tupac,10683639,39,20210708
Rihanna,10660829,40,20210708
Lil Tjay,10632461,41,20210708
Justin Bieber,10553333,42,20210708
Anuel AA,10500762,43,20210708
Grupo Firme,10482432,44,20210708
Cardi B,10146498,45,20210708
Machine Gun Kelly,10080140,46,20210708
Gucci Mane,10018192,47,20210708
Farruko,9928144,48,20210708
Taylor Swift,9707208,49,20210708
Bo Burnham,9685218,50,20210708
Imagine Dragons,9533768,51,20210708
Lil Uzi Vert,9376879,52,20210708
Marshmello,9294712,53,20210708
Beyoncé,9258142,54,20210708
NLE Choppa,9256784,55,20210708
Los Dos Carnales,9164965,56,20210708
"Tyler, the Creator",9124230,57,20210708
Boosie Badazz,9122522,58,20210708
Young Thug,9101011,59,20210708
Dua Lipa,8649036,60,20210708
Banda MS,8644809,61,20210708
Kanye West,8565619,62,20210708
Lil Nas X,8530272,63,20210708
Michael Jackson,8481213,64,20210708
